Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2019,106342,00108800,Lyon College,AR,9,,2,NAIA,362,283,645,2,Basketball,18,18,,,18,18,2775,49951,2343,42178,92129,,,,,,523262,507528,1030790,,,,523262,507528,1030790,523262,507528,1030790,,,,523262,507528,1030790
2019,101648,00102600,Marion Military Institute,AL,12,,3,NJCAA,296,110,406,2,Basketball,13,,,,13,0,1251,16269,0,0,16269,,,,,,289010,,289010,,,,289010,0,289010,284907,,284907,,,,284907,0,284907
2019,220701,00350400,Martin Methodist College,TN,9,,2,NAIA,320,432,752,2,Basketball,15,12,,,15,12,2939,44092,3333,40000,84092,,,,,,427202,370455,797657,,,,427202,370455,797657,427202,370455,797657,,,,427202,370455,797657
2019,220710,00350500,Maryville College,TN,6,,1,NCAA,465,596,1061,2,Basketball,23,13,,,23,13,2487,57193,3723,48396,105589,,,,,,177688,129945,307633,,,,177688,129945,307633,177688,129945,307633,,,,177688,129945,307633
2019,178059,00248200,Maryville University of Saint Louis,MO,5,,1,NCAA,1161,1829,2990,2,Basketball,16,14,,,16,14,4569,73098,3818,53458,126556,,,,,,742143,625783,1367926,,,,742143,625783,1367926,721284,632471,1353755,,,,721284,632471,1353755
2019,226578,00359000,McLennan Community College,TX,12,,3,NJCAA,1013,1686,2699,2,Basketball,12,13,,,12,13,125,1498,78,1009,2507,,,,,,233374,144270,377644,,,,233374,144270,377644,233374,144270,377644,,,,233374,144270,377644
2019,226587,00359100,McMurry University,TX,6,,1,NCAA,504,515,1019,2,Basketball,13,22,,,13,22,9407,122288,3378,74305,196593,,,,,,271202,184798,456000,,,,271202,184798,456000,269213,184794,454007,,,,269213,184794,454007
2019,159717,00201700,McNeese State University,LA,2,,1,NCAA,2141,3090,5231,2,Basketball,17,14,,,17,14,17165,291811,9786,136997,428808,,,,,,1283893,774657,2058550,,,,1283893,774657,2058550,1283893,774657,2058550,,,,1283893,774657,2058550
2019,140447,00158000,Mercer University,GA,2,,1,NCAA,1657,2596,4253,2,Basketball,16,12,,,16,12,16510,264165,17779,213344,477509,,,,,,2217392,1663117,3880509,,,,2217392,1663117,3880509,2217392,1663117,3880509,,,,2217392,1663117,3880509
2019,175935,00241300,Meridian Community College,MS,13,,3,NJCAA,742,1532,2274,2,Basketball,15,12,,,15,12,1623,24340,2795,33541,57881,,,,,,230568,218161,448729,,,,230568,218161,448729,225664,216656,442320,,,,225664,216656,442320
2019,177995,00248400,Metropolitan Community College-Kansas City,MO,8,NJCAA Division I and II,8,other,2688,3450,6138,2,Basketball,13,12,,,13,12,2973,38647,3647,43768,82415,,,,,,188162,170576,358738,,,,188162,170576,358738,175016,163430,338446,,,,175016,163430,338446
2019,135717,00150600,Miami Dade College,FL,12,,3,NJCAA,9006,11963,20969,2,Basketball,13,13,,,13,13,5596,72750,6981,90753,163503,,,,,,740046,360691,1100737,,,,740046,360691,1100737,428569,360691,789260,,,,428569,360691,789260
2019,482158,00158100,Middle Georgia State University,GA,9,,2,NAIA,2237,2558,4795,2,Basketball,15,15,,,15,15,4318,64763,3528,52922,117685,,,,,,168907,126771,295678,,,,168907,126771,295678,168907,126771,295678,,,,168907,126771,295678
2019,220978,00351000,Middle Tennessee State University,TN,1,,1,NCAA,7353,8336,15689,2,Basketball,16,15,,,16,15,39207,627305,37221,558314,1185619,,,,,,3151735,2362364,5514099,,,,3151735,2362364,5514099,3151735,2362364,5514099,,,,3151735,2362364,5514099
2019,226806,00979700,Midland College,TX,12,,3,NJCAA,538,850,1388,2,Basketball,12,14,,,12,14,4784,57412,3974,55631,113043,,,,,,380739,412954,793693,,,,380739,412954,793693,380739,412954,793693,,,,380739,412954,793693
2019,157377,00197500,Midway University,KY,10,,2,NAIA,300,588,888,2,Basketball,41,29,,,41,29,800,32818,1059,30717,63535,,,,,,313338,270460,583798,,,,313338,270460,583798,313338,270460,583798,,,,313338,270460,583798
2019,178208,00248500,Midwestern Baptist Theological Seminary,MO,16,,4,NCCAA,267,95,362,2,Basketball,16,,,,16,0,1225,19597,0,0,19597,,,,,,59903,,59903,,,,59903,0,59903,58653,,58653,,,,58653,0,58653
2019,226833,00359200,Midwestern State University,TX,4,,1,NCAA,1581,2503,4084,2,Basketball,16,15,,,16,15,3748,59964,3695,55420,115384,,,,,,481833,458462,940295,,,,481833,458462,940295,481833,458462,940295,,,,481833,458462,940295
2019,101675,00102800,Miles College,AL,4,,1,NCAA,701,687,1388,2,Basketball,13,18,,,13,18,10878,141408,8897,160153,301561,,,,,,615291,561185,1176476,,,,615291,561185,1176476,615291,561185,1176476,,,,615291,561185,1176476
2019,486901,00351100,Milligan College,TN,10,,2,NAIA,353,413,766,2,Basketball,14,19,,,14,19,2218,31052,2355,44745,75797,,,,,,387684,377616,765300,,,,387684,377616,765300,357684,369152,726836,,,,357684,369152,726836
2019,175980,00241400,Millsaps College,MS,6,,1,NCAA,347,421,768,2,Basketball,16,17,,,16,17,3759,60137,3226,54836,114973,,,,,,160723,142546,303269,,,,160723,142546,303269,179299,139886,319185,,,,179299,139886,319185
2019,178217,00248600,Mineral Area College,MO,8,NJCAA Div I;  NJCAA Div II; NJCAA Div III,8,other,485,900,1385,2,Basketball,11,12,,,11,12,2661,29271,3002,36023,65294,,,,,,294740,266748,561488,,,,294740,266748,561488,232030,234029,466059,,,,232030,234029,466059
2019,176053,00241500,Mississippi College,MS,4,,1,NCAA,1001,1508,2509,2,Basketball,23,12,,,23,12,3610,83021,6049,72591,155612,,,,,,626744,557512,1184256,,,,626744,557512,1184256,548380,514052,1062432,,,,548380,514052,1062432
2019,176008,00241600,Mississippi Delta Community College,MS,13,,3,NJCAA,631,1040,1671,2,Basketball,15,15,,,15,15,1554,23314,2021,30308,53622,,,,,,151707,139313,291020,,,,151707,139313,291020,151707,139313,291020,,,,151707,139313,291020
2019,176071,00241700,Mississippi Gulf Coast Community College,MS,12,,3,NJCAA,2325,3164,5489,2,Basketball,15,14,,,15,14,2378,35673,2285,31995,67668,,,,,,198845,186731,385576,,,,198845,186731,385576,198845,186731,385576,,,,198845,186731,385576
2019,176080,00242300,Mississippi State University,MS,1,,1,NCAA,8345,8472,16817,2,Basketball,20,15,,,20,15,74631,1492616,93084,1396253,2888869,,,,,,7373585,5406474,12780059,,,,7373585,5406474,12780059,7373585,5406474,12780059,,,,7373585,5406474,12780059
2019,176035,00242200,Mississippi University for Women,MS,20,,8,other,359,1666,2025,2,Basketball,23,14,,,23,14,2677,61570,3720,52073,113643,,,,,,130763,113477,244240,,,,130763,113477,244240,130763,113477,244240,,,,130763,113477,244240
2019,176044,00242400,Mississippi Valley State University,MS,2,,1,NCAA,589,826,1415,2,Basketball,15,14,,,15,14,11176,167641,9398,131567,299208,,,,,,869700,431197,1300897,,,,869700,431197,1300897,489689,431197,920886,,,,489689,431197,920886
2019,178244,00754000,Missouri Baptist University,MO,9,,2,NAIA,668,815,1483,2,Basketball,37,36,,,37,36,1254,46380,1274,45852,92232,,,,,,871054,801023,1672077,,,,871054,801023,1672077,861483,794655,1656138,,,,861483,794655,1656138
2019,178341,00248800,Missouri Southern State University,MO,4,,1,NCAA,1472,2312,3784,2,Basketball,28,24,,,28,24,4775,133693,3892,93413,227106,,,,,,756613,567499,1324112,,,,756613,567499,1324112,651487,489455,1140942,,,,651487,489455,1140942
2019,179566,00250300,Missouri State University-Springfield,MO,2,,1,NCAA,5754,8185,13939,2,Basketball,16,31,,,16,31,49985,799762,15046,466428,1266190,,,,,,2810739,1816022,4626761,,,,2810739,1816022,4626761,2810739,1816022,4626761,,,,2810739,1816022,4626761
2019,179344,03106000,Missouri State University-West Plains,MO,12,,3,NJCAA,253,492,745,2,Basketball,16,,,,16,0,4487,71798,0,0,71798,,,,,,437789,,437789,,,,437789,0,437789,437789,,437789,,,,437789,0,437789
2019,178411,00251700,Missouri University of Science and Technology,MO,4,,1,NCAA,4308,1355,5663,2,Basketball,16,13,,,16,13,4246,67935,5230,67996,135931,,,,,,572372,515476,1087848,,,,572372,515476,1087848,572372,515475,1087847,,,,572372,515475,1087847
2019,178369,00248900,Missouri Valley College,MO,9,,2,NAIA,802,537,1339,2,Basketball,63,53,,,63,53,846,53318,952,50477,103795,,,,,,1152946,938302,2091248,,,,1152946,938302,2091248,1124382,913282,2037664,,,,1124382,913282,2037664
2019,178387,00249000,Missouri Western State University,MO,4,,1,NCAA,1315,2056,3371,2,Basketball,17,15,,,17,15,5921,100652,5572,83577,184229,,,,,,524249,563030,1087279,,,,524249,563030,1087279,526861,562652,1089513,,,,526861,562652,1089513
2019,178448,00249100,Moberly Area Community College,MO,12,,3,NJCAA,833,1272,2105,2,Basketball,16,14,,,16,14,4787,76598,4349,60890,137488,,,,,,445107,405087,850194,,,,445107,405087,850194,445107,405087,850194,,,,445107,405087,850194
2019,157386,00197600,Morehead State University,KY,2,,1,NCAA,2050,3167,5217,2,Basketball,13,13,,,13,13,18016,234210,13959,181466,415676,,,,,,1156439,987225,2143664,,,,1156439,987225,2143664,1156439,987225,2143664,,,,1156439,987225,2143664
2019,218399,00343900,Morris College,SC,9,,2,NAIA,233,345,578,2,Basketball,16,14,,,16,14,1802,28838,2242,31382,60220,,,,,,99052,107790,206842,,,,99052,107790,206842,99052,107790,206842,,,,99052,107790,206842
2019,221096,00683600,Motlow State Community College,TN,12,,3,NJCAA,1352,1940,3292,2,Basketball,17,8,,,17,8,2986,50769,4388,35107,85876,,,,,,191893,123076,314969,,,,191893,123076,314969,191893,123076,314969,,,,191893,123076,314969
2019,157401,00197700,Murray State University,KY,2,,1,NCAA,2426,3701,6127,2,Basketball,13,13,,,13,13,32919,427946,12963,168514,596460,,,,,,3982343,1262237,5244580,,,,3982343,1262237,5244580,2555342,1126555,3681897,,,,2555342,1126555,3681897
2019,106980,01210500,National Park College,AR,13,,3,NJCAA,525,725,1250,2,Basketball,15,12,,,15,12,1333,20000,1417,17000,37000,,,,,,75012,68000,143012,,,,75012,68000,143012,75012,68000,143012,,,,75012,68000,143012
2019,227146,00359300,Navarro College,TX,12,,3,NJCAA,1169,1750,2919,2,Basketball,15,,,,15,0,2291,34365,0,0,34365,,,,,,332898,,332898,,,,332898,0,332898,260640,,260640,,,,260640,0,260640
2019,218414,00344000,Newberry College,SC,4,,1,NCAA,705,520,1225,2,Basketball,26,21,,,26,21,1437,37361,2379,49962,87323,,,,,,395674,417390,813064,,,,395674,417390,813064,416873,462702,879575,,,,416873,462702,879575
2019,159966,00200500,Nicholls State University,LA,2,,1,NCAA,1814,3157,4971,2,Basketball,16,14,,,16,14,15291,244650,9912,138766,383416,,,,,,901963,837307,1739270,,,,901963,837307,1739270,847383,737886,1585269,,,,847383,737886,1585269
2019,107460,01226100,North Arkansas College,AR,13,,3,NJCAA,355,533,888,2,Basketball,19,14,,,19,14,1410,26785,1251,17515,44300,,,,,,87418,84683,172101,,,,87418,84683,172101,87418,84683,172101,,,,87418,84683,172101
2019,179715,00251400,North Central Missouri College,MO,8,We are Declared NJCAA Division 1 and DIvision 2,8,other,248,422,670,2,Basketball,16,13,,,16,13,2339,37426,2344,30474,67900,,,,,,105661,107624,213285,,,,105661,107624,213285,104231,100065,204296,,,,104231,100065,204296
2019,218441,00344100,North Greenville University,SC,4,,1,NCAA,839,919,1758,2,Basketball,18,14,,,18,14,1863,33530,2003,28035,61565,,,,,,418679,427009,845688,,,,418679,427009,845688,388270,359928,748198,,,,388270,359928,748198
2019,176169,00242600,Northeast Mississippi Community College,MS,12,,3,NJCAA,1094,1657,2751,2,Basketball,14,12,,,14,12,4330,60615,3766,45197,105812,,,,,,296312,269822,566134,,,,296312,269822,566134,296312,269822,566134,,,,296312,269822,566134
2019,157447,00927500,Northern Kentucky University,KY,3,,1,NCAA,3447,4715,8162,2,Basketball,15,19,,,15,19,47698,715466,19952,379081,1094547,,,,,,2536043,1338630,3874673,,,,2536043,1338630,3874673,2536043,1338630,3874673,,,,2536043,1338630,3874673
2019,136233,00151000,Northwest Florida State College,FL,12,,3,NJCAA,752,1048,1800,2,Basketball,12,11,,,12,11,6057,72687,6422,70639,143326,,,,,,377414,346014,723428,,,,377414,346014,723428,370861,339461,710322,,,,370861,339461,710322
2019,176178,00242700,Northwest Mississippi Community College,MS,12,,3,NJCAA,1881,2601,4482,2,Basketball,14,13,,,14,13,4619,64659,5032,65415,130074,,,,,,277189,257139,534328,,,,277189,257139,534328,277189,257139,534328,,,,277189,257139,534328
2019,178624,00249600,Northwest Missouri State University,MO,4,,1,NCAA,2094,2832,4926,2,Basketball,12,17,,,12,17,12509,150108,7755,131838,281946,,,,,,914217,692438,1606655,,,,914217,692438,1606655,914217,692438,1606655,,,,914217,692438,1606655
2019,160038,00202100,Northwestern State University of Louisiana,LA,2,,1,NCAA,1844,4352,6196,2,Basketball,25,16,,,25,16,6575,164384,7747,123952,288336,,,,,,1043963,993274,2037237,,,,1043963,993274,2037237,1043963,993273,2037236,,,,1043963,993273,2037236
2019,136215,00150900,Nova Southeastern University,FL,5,,1,NCAA,1400,3216,4616,2,Basketball,16,13,,,16,13,4340,69443,6312,82060,151503,,,,,,786532,751384,1537916,,,,786532,751384,1537916,786532,751384,1537916,,,,786532,751384,1537916
2019,101912,00103300,Oakwood University,AL,20,,8,other,573,793,1366,2,Basketball,13,16,,,13,16,3068,39886,2364,37822,77708,,,,,,91502,45187,136689,,,,91502,45187,136689,85386,41822,127208,,,,85386,41822,127208
2019,227304,00359600,Odessa College,TX,12,,3,NJCAA,923,1788,2711,2,Basketball,14,14,,,14,14,4548,63665,4298,60173,123838,,,,,,316460,272769,589229,,,,316460,272769,589229,316460,272769,589229,,,,316460,272769,589229
2019,140696,00158600,Oglethorpe University,GA,7,,1,NCAA,537,770,1307,2,Basketball,21,21,,,21,21,2748,57715,5465,114769,172484,,,,,,176451,216453,392904,,,,176451,216453,392904,176451,216453,392904,,,,176451,216453,392904
2019,107512,00110200,Ouachita Baptist University,AR,4,,1,NCAA,637,867,1504,2,Basketball,13,9,,,13,9,6166,80157,5810,52292,132449,,,,,,557040,381969,939009,,,,557040,381969,939009,560274,369176,929450,,,,560274,369176,929450
2019,227331,00359800,Our Lady of the Lake University,TX,9,,2,NAIA,393,847,1240,2,Basketball,22,18,,,22,18,3400,74797,5603,100856,175653,,,,,,336321,376711,713032,,,,336321,376711,713032,324768,369704,694472,,,,324768,369704,694472
2019,178679,02202700,Ozark Christian College,MO,16,,4,NCCAA,298,261,559,2,Basketball,15,15,,,15,15,2376,35641,2314,34717,70358,,,,,,49050,48842,97892,,,,49050,48842,97892,48884,48717,97601,,,,48884,48717,97601
2019,140720,00158700,Paine College,GA,5,,1,NCAA,178,217,395,2,Basketball,14,13,,,14,13,3122,43707,3689,47954,91661,,,,,,206840,244117,450957,,,,206840,244117,450957,206840,244117,450957,,,,206840,244117,450957
2019,136330,00884900,Palm Beach Atlantic University,FL,5,,1,NCAA,781,1483,2264,2,Basketball,15,16,,,15,16,2137,32050,2166,34652,66702,,,,,,496754,459956,956710,,,,496754,459956,956710,472654,452726,925380,,,,472654,452726,925380
2019,136358,00151200,Palm Beach State College,FL,12,,3,NJCAA,3618,4032,7650,2,Basketball,15,13,,,15,13,1945,29173,2018,26233,55406,,,,,,349236,309958,659194,,,,349236,309958,659194,349236,309958,659194,,,,349236,309958,659194
2019,227386,00360000,Panola College,TX,12,NIRA - National Intercollegiate Rodeo Association,3,NJCAA,340,596,936,2,Basketball,11,11,,,11,11,3482,38306,3561,39166,77472,,,,,,243583,259643,503226,,,,243583,259643,503226,243583,259643,503226,,,,243583,259643,503226
2019,227401,00360100,Paris Junior College,TX,12,,3,NJCAA,651,886,1537,2,Basketball,15,13,,,15,13,1971,29571,2140,27815,57386,,,,,,187635,185001,372636,,,,187635,185001,372636,187635,185001,372636,,,,187635,185001,372636
2019,178721,00249800,Park University,MO,9,,2,NAIA,2006,2133,4139,2,Basketball,31,23,,,31,23,1384,42890,1768,40654,83544,,,,,,403778,317782,721560,,,,403778,317782,721560,401535,315034,716569,,,,401535,315034,716569
2019,136400,01065200,Pasco-Hernando State College,FL,13,,3,NJCAA,1542,2101,3643,2,Basketball,14,,,,14,0,974,13637,0,0,13637,,,,,,123454,,123454,,,,123454,0,123454,123454,,123454,,,,123454,0,123454
2019,227429,00360200,Paul Quinn College,TX,9,,2,NAIA,230,294,524,2,Basketball,15,22,,,15,22,2711,40662,1542,33919,74581,,,,,,113770,89005,202775,,,,113770,89005,202775,102937,84267,187204,,,,102937,84267,187204
2019,176239,00243000,Pearl River Community College,MS,12,,3,NJCAA,1363,2255,3618,2,Basketball,12,12,,,12,12,5184,62202,4735,56825,119027,,,,,,277996,250100,528096,,,,277996,250100,528096,277996,250100,528096,,,,277996,250100,528096
2019,136473,00151300,Pensacola State College,FL,114,,8,other,1415,1982,3397,2,Basketball,10,12,,,10,12,4489,44885,3622,43461,88346,,,,,,309145,386835,695980,,,,309145,386835,695980,309145,386835,695980,,,,309145,386835,695980
2019,107600,00110300,Philander Smith College,AR,9,,2,NAIA,344,607,951,2,Basketball,11,13,,,11,13,7194,79136,7343,95457,174593,,,,,,264110,239056,503166,,,,264110,239056,503166,264110,239056,503166,,,,264110,239056,503166
2019,140818,00158800,Piedmont College,GA,7,,1,NCAA,415,730,1145,2,Basketball,18,22,,,18,22,3956,71208,3140,69087,140295,,,,,,208783,228477,437260,,,,208783,228477,437260,205418,228477,433895,,,,205418,228477,433895
2019,138868,00154700,Point University,GA,10,,2,NAIA,467,461,928,2,Basketball,18,17,,,18,17,3718,66922,3693,62780,129702,,,,,,370605,330841,701446,,,,370605,330841,701446,370605,330841,701446,,,,370605,330841,701446
2019,136516,00151400,Polk State College,FL,12,,3,NJCAA,1099,1856,2955,2,Basketball,14,,,,14,0,8645,121027,0,0,121027,,,,,,280196,,280196,,,,280196,0,280196,280196,,280196,,,,280196,0,280196
2019,227526,00363000,Prairie View A & M University,TX,2,,1,NCAA,2559,4942,7501,2,Basketball,18,14,,,18,14,21397,385146,17619,246664,631810,,,,,,1199860,988646,2188506,,,,1199860,988646,2188506,1199860,988646,2188506,,,,1199860,988646,2188506
2019,218539,00344500,Presbyterian College,SC,2,,1,NCAA,501,521,1022,2,Basketball,15,16,,,15,16,19205,288079,9110,145757,433836,,,,,,1346659,1067021,2413680,,,,1346659,1067021,2413680,1346659,1067021,2413680,,,,1346659,1067021,2413680
2019,227687,00360300,Ranger College,TX,12,,3,NJCAA,383,404,787,2,Basketball,20,16,,,20,16,3588,71765,1699,27186,98951,,,,,,366594,220394,586988,,,,366594,220394,586988,366594,220394,586988,,,,366594,220394,586988
2019,140872,00158900,Reinhardt University,GA,10,,2,NAIA,638,593,1231,2,Basketball,29,14,,,29,14,1812,52544,3651,51112,103656,,,,,,387730,300660,688390,,,,387730,300660,688390,383044,300612,683656,,,,383044,300612,683656
2019,221351,00351900,Rhodes College,TN,6,,1,NCAA,814,1125,1939,2,Basketball,23,10,,,23,10,3052,70186,5668,56684,126870,,,,,,218885,162080,380965,,,,218885,162080,380965,180954,165002,345956,,,,180954,165002,345956
2019,227757,00360400,Rice University,TX,1,,1,NCAA,2033,1898,3931,2,Basketball,16,20,,,16,20,42196,675134,25358,507155,1182289,,,,,,3277980,3186482,6464462,,,,3277980,3186482,6464462,3277980,3186482,6464462,,,,3277980,3186482,6464462
2019,221397,00991400,Roane State Community College,TN,12,,3,NJCAA,834,1405,2239,2,Basketball,14,14,,,14,14,4114,57589,2884,40380,97969,,,,,,284790,132106,416896,,,,284790,132106,416896,284790,132106,416896,,,,284790,132106,416896
2019,179043,00249900,Rockhurst University,MO,5,,1,NCAA,657,794,1451,2,Basketball,15,22,,,15,22,4981,74711,2524,55538,130249,,,,,,546163,675222,1221385,,,,546163,675222,1221385,546163,675222,1221385,,,,546163,675222,1221385
2019,136950,00151500,Rollins College,FL,5,,1,NCAA,979,1503,2482,2,Basketball,15,15,,,15,15,7169,107531,6406,96087,203618,,,,,,943629,877683,1821312,,,,943629,877683,1821312,943629,877683,1821312,,,,943629,877683,1821312
2019,176318,00243300,Rust College,MS,8,NAIA Division III,8,other,271,408,679,2,Basketball,17,15,,,17,15,2709,46048,4526,67896,113944,,,,,,93000,107270,200270,,,,93000,107270,200270,136116,125049,261165,,,,136116,125049,261165
2019,227845,00362100,Saint Edward's University,TX,5,,1,NCAA,1183,1984,3167,2,Basketball,17,14,,,17,14,9649,164032,7489,104850,268882,,,,,,1295861,1092150,2388011,,,,1295861,1092150,2388011,1239556,962835,2202391,,,,1239556,962835,2202391
2019,137032,00152600,Saint Leo University,FL,5,,1,NCAA,2271,3573,5844,2,Basketball,12,14,,,12,14,7675,92101,6339,88745,180846,,,,,,688177,558201,1246378,,,,688177,558201,1246378,656734,525832,1182566,,,,656734,525832,1182566
2019,179308,00247100,Saint Louis Community College,MO,13,,3,NJCAA,2454,3283,5737,2,Basketball,13,10,,,13,10,3081,40056,3956,39563,79619,,,,,,104790,110301,215091,,,,104790,110301,215091,104790,110301,215091,,,,104790,110301,215091
2019,179159,00250600,Saint Louis University,MO,3,,1,NCAA,2613,4045,6658,2,Basketball,15,18,,,15,18,71163,1067447,27260,490680,1558127,,,,,,7207705,2491015,9698720,,,,7207705,2491015,9698720,7207705,2491015,9698720,,,,7207705,2491015,9698720
2019,227881,00360600,Sam Houston State University,TX,2,,1,NCAA,5798,9513,15311,2,Basketball,15,17,,,15,17,17866,267992,12860,218619,486611,,,,,,1209741,1052147,2261888,,,,1209741,1052147,2261888,1209741,1052147,2261888,,,,1209741,1052147,2261888
